priority,tier,session,signal,q,body,source,topics,title,url,path
76,1,v2-overnight,7,0.91,8000,typographica.org,Typography & Type|Color & Palette,Typographica,https://typographica.org/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-133338-q91-typographica.md
77,1,v2-overnight,7,0.94,8000,eyeondesign.aiga.org,Typography & Type|AI & Design,Do Gender-Neutral Pronouns Need Their Own Glyphs? &#8211; Eye on Design,https://eyeondesign.aiga.org/do-gender-neutral-pronouns-need-their-own-glyphs/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095127-q94-do-gender-neutral-pronouns-need-their-own-glyphs-8.md
78,1,v2-overnight,7,0.94,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design,"The Y2K Aesthetic is Fully Back, but Can It Stick Around? &#8211; Eye on Design",https://eyeondesign.aiga.org/the-y2k-aesthetic-is-fully-back-but-can-it-stick-around/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095151-q93-the-y2k-aesthetic-is-fully-back-but-can-it-stick-a.md
79,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,Color & Palette|AI & Design,The Liberatory Potential of Teaching Design from a Body in Pain &#8211; Eye on Design,https://eyeondesign.aiga.org/the-liberatory-potential-of-teaching-design-from-a-body-in-pain/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095206-q94-the-liberatory-potential-of-teaching-design-from-a.md
80,1,v2-overnight,7,0.92,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design,“Exploring Unfamiliar Histories of Visual Culture” — Four Corners Books Shares Its Favorit,https://eyeondesign.aiga.org/exploring-unfamiliar-histories-of-visual-culture-four-corners-books-shares-its-favorite-publications/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095222-q92-exploring-unfamiliar-histories-of-visual-culture-f.md
81,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,Music & Album|Editorial & Print,The Collaborative Spirit Behind Brian Eno’s Record Sleeve Designs &#8211; Eye on Design,https://eyeondesign.aiga.org/the-collaborative-spirit-behind-brian-enos-record-sleeve-designs/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095254-q94-the-collaborative-spirit-behind-brian-eno-s-record.md
82,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,Editorial & Print|Typography & Type,Five Beautiful Book Covers and the Stories Behind Them &#8211; Eye on Design,https://eyeondesign.aiga.org/five-beautiful-book-covers-and-the-stories-behind-them/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095309-q94-five-beautiful-book-covers-and-the-stories-behind-.md
83,1,v2-overnight,7,0.85,8000,eyeondesign.aiga.org,Typography & Type|AI & Design,"In CAPS LOCK, Ruben Pater Untangles the Relationship Between Graphic Design and Capitalism",https://eyeondesign.aiga.org/in-caps-lock-ruben-pater-untangles-the-relationship-between-graphic-design-and-capitalism/,/Users/nothingfear/overnight-ai-aesthetic/out/a-20260603-033536-q84-in-caps-lock-ruben-pater-untangles-the-relationshi.md
84,1,v2-overnight,7,0.96,8000,eyeondesign.aiga.org,AI & Design|Editorial & Print,"What Would a Feminist Alexa Look, or Rather Sound, Like? &#8211; Eye on Design",https://eyeondesign.aiga.org/what-would-a-feminist-alexa-look-or-rather-sound-like/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095340-q96-what-would-a-feminist-alexa-look-or-rather-sound-l.md
85,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,Process & Studio|AI & Design,Every Design Studio Should Be a Worker-Owned Studio &#8211; Eye on Design,https://eyeondesign.aiga.org/every-design-studio-should-be-a-worker-owned-studio/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095412-q94-every-design-studio-should-be-a-worker-owned-studi.md
86,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,AI & Design|Editorial & Print,The Evolving Legacy of Ken Garland’s First Things First Manifesto &#8211; Eye on Design,https://eyeondesign.aiga.org/why-ken-garlands-first-things-first-manifesto-keeps-getting-updated/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095428-q94-the-evolving-legacy-of-ken-garland-s-first-things-.md
87,1,v2-overnight,7,0.93,8000,eyeondesign.aiga.org,Typography & Type|AI & Design,A Font Inspired by Egyptian Streets That Addresses a Problem for Arabic Designers &#8211; ,https://eyeondesign.aiga.org/a-font-inspired-by-egyptian-streets-that-addresses-a-big-problem-for-arabic-designers/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095507-q92-a-font-inspired-by-egyptian-streets-that-addresses.md
88,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,Branding & Identity|AI & Design,A Design Studio “Rebranded” Carp. But Can a Fish Be a Brand? &#8211; Eye on Design,https://eyeondesign.aiga.org/a-design-studio-has-rebranded-carp-but-can-a-fish-be-a-brand/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095523-q95-a-design-studio-rebranded-carp-but-can-a-fish-be-a.md
89,1,v2-overnight,7,0.97,8000,eyeondesign.aiga.org,Photography|AI & Design,Steven Heller Gets Personal in His New Autobiography Growing Up Underground &#8211; Eye on,https://eyeondesign.aiga.org/why-i-write-steven-heller-remembers-growing-up-underground/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095531-q96-steven-heller-gets-personal-in-his-new-autobiograp.md
90,1,v2-overnight,7,0.93,8000,eyeondesign.aiga.org,Web & UI|AI & Design,Multimedia Artist Jaime Levy Was at the Forefront of Web Design Before Websites Even Exist,https://eyeondesign.aiga.org/multimedia-artist-jaime-levy-was-at-the-forefront-of-web-design-before-websites-even-existed/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095602-q92-multimedia-artist-jaime-levy-was-at-the-forefront-.md
91,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,AI & Design|Editorial & Print,“Design For and From Communities”—Bahia Shehab on A History of Arab Graphic Design &#8211;,https://eyeondesign.aiga.org/design-for-and-from-communities-bahia-shehab-on-a-history-of-arab-graphic-design/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095641-q94-design-for-and-from-communities-bahia-shehab-on-a-.md
92,1,v2-overnight,7,0.94,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design,How a Lifestyle Magazine Became a Form of Everyday Resistance in Post-Stalinist Poland &#8,https://eyeondesign.aiga.org/tyija/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095649-q93-how-a-lifestyle-magazine-became-a-form-of-everyday.md
93,1,v2-overnight,7,0.96,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design,The Cost of Free Love and the Designers Who Bore It—Meet the Women of Psychedelic Design &,https://eyeondesign.aiga.org/women-of-psychedelic-design/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095706-q96-the-cost-of-free-love-and-the-designers-who-bore-i.md
94,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,AI & Design|Editorial & Print,"How the Maharaja Mascot Became Air-India’s Adventurous, Yet Controversial, Design Star &#8",https://eyeondesign.aiga.org/how-the-maharaja-mascot-became-air-indias-adventurous-yet-contentious-star/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095729-q94-how-the-maharaja-mascot-became-air-india-s-adventu.md
95,1,v2-overnight,7,0.96,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design,Are Membership Models the Future of Independent Media? &#8211; Eye on Design,https://eyeondesign.aiga.org/are-membership-models-the-future-of-independent-media/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095735-q95-are-membership-models-the-future-of-independent-me.md
96,1,v2-overnight,7,0.95,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design,When the Struggle is Part of the Process &#8211; Eye on Design,https://eyeondesign.aiga.org/when-the-struggle-is-part-of-the-process/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095833-q94-when-the-struggle-is-part-of-the-process-8211-eye-.md
97,1,v2-overnight,7,0.83,8000,eyeondesign.aiga.org,Editorial & Print|Typography & Type,MIT Media Lab Just Taught Us the Latest Design Terms &#8211; Eye on Design,https://eyeondesign.aiga.org/mit-media-lab-just-taught-us-the-2-latest-design-terms/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035418-q83-mit-media-lab-just-taught-us-the-latest-design-ter.md
98,1,v2-overnight,7,0.84,8000,eyeondesign.aiga.org,Typography & Type|Color & Palette,Here’s a Thought: What if Letterforms Had More Serifs? &#8211; Eye on Design,https://eyeondesign.aiga.org/heres-a-thought-what-if-there-arent-enough-serifs/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035437-q83-here-s-a-thought-what-if-letterforms-had-more-seri.md
99,1,v2-overnight,7,0.85,8000,eyeondesign.aiga.org,Editorial & Print|Typography & Type,"In the ’70s, Kamal Shedge’s Lettering Became an Indispensable Part of Life and Culture in ",https://eyeondesign.aiga.org/in-the-70s-kamal-shedges-lettering-became-an-indispensable-part-of-life-and-culture-in-india/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035459-q84-in-the-70s-kamal-shedge-s-lettering-became-an-indi.md
100,1,v2-overnight,7,0.86,8000,eyeondesign.aiga.org,Typography & Type|AI & Design,"Is It Art, or Is It Type? What We Learn When Language is Built, Not Written &#8211; Eye on",https://eyeondesign.aiga.org/is-it-art-or-is-it-type-what-we-learn-when-language-is-built-not-written/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035509-q85-is-it-art-or-is-it-type-what-we-learn-when-languag.md
101,1,v2-overnight,7,0.83,8000,eyeondesign.aiga.org,Typography & Type|Editorial & Print,Timezone Is a Workhorse of a Font Inspired by the Heyday of Digital Type Design &#8211; Ey,https://eyeondesign.aiga.org/timezone-is-a-workhorse-of-a-font-inspired-by-the-heyday-of-digital-type-design/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035513-q83-timezone-is-a-workhorse-of-a-font-inspired-by-the-.md
102,1,v2-overnight,7,0.81,8000,www.itsnicethat.com,Branding & Identity|AI & Design,It’s Nice That’s Ones to Watch 2025,https://www.itsnicethat.com/ones-to-watch-2025-showcase,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-035523-q81-it-s-nice-that-s-ones-to-watch-2025.md
103,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,UX Hierarchy: How Users Actually Scan Pages in 2026,https://webdesignerdepot.com/ux-hierarchy-how-users-actually-scan-pages-in-2026/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172127-q100-ux-hierarchy-how-users-actually-scan-pages-in-2026.md
104,1,v2-overnight,7,0.98,8000,webdesignerdepot.com,AI & Design|Web & UI,The Great Replatforming: WordPress Is Training Its Own Replacement,https://webdesignerdepot.com/the-great-replatforming-wordpress-in-the-era-of-ai/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172146-q98-the-great-replatforming-wordpress-is-training-its-.md
105,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,The Evolution of the &quot;Buy&quot; Button: 1995–2026,https://webdesignerdepot.com/the-evolution-of-the-buy-button-1995-2026/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172154-q99-the-evolution-of-the-quot-buy-quot-button-1995-202.md
106,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,20 Useless Websites to Waste Your Time,https://webdesignerdepot.com/20-useless-websites-to-waste-your-time/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172204-q100-20-useless-websites-to-waste-your-time.md
107,1,v2-overnight,7,0.99,8000,webdesignerdepot.com,Web & UI|Process & Studio,7 Best Design Tools &amp; Resources for Faster Web Builds in 2026,https://webdesignerdepot.com/web-design-tools-and-resources-faster-builds-2026/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172215-q99-7-best-design-tools-amp-resources-for-faster-web-b.md
108,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,How Junior Web Designers Use Google Maps to Generate Cash,https://webdesignerdepot.com/how-junior-web-designers-use-google-maps-to-generate-cash/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172231-q99-how-junior-web-designers-use-google-maps-to-genera.md
109,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,The End of Static Design: Living in the Era of Liquid UI,https://webdesignerdepot.com/the-end-of-static-design-living-in-the-era-of-liquid-ui/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172241-q100-the-end-of-static-design-living-in-the-era-of-liqu.md
110,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|Color & Palette,The UX Case Study of a Refrigerator,https://webdesignerdepot.com/the-ux-case-study-of-a-refrigerator/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172250-q100-the-ux-case-study-of-a-refrigerator.md
111,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,Stop Designing for Delighted Users (and Start Designing for Cognitive Strain),https://webdesignerdepot.com/stop-designing-for-delighted-users-and-start-designing-for-cognitive-strain/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172319-q100-stop-designing-for-delighted-users-and-start-desig.md
112,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|Branding & Identity,The Death of the Front Door: Why the &quot;Home Page&quot; is a Legacy Pattern,https://webdesignerdepot.com/the-death-of-the-front-door-why-the-home-page-is-a-legacy-pattern/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172324-q100-the-death-of-the-front-door-why-the-quot-home-page.md
113,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Layout & Grid|Web & UI,"How Aspect Ratios Define Perception, Rhythm, and Flow",https://webdesignerdepot.com/how-aspect-ratios-define-perception-rhythm-and-flow/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172336-q100-how-aspect-ratios-define-perception-rhythm-and-flo.md
114,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design,7 Practical Ways AI is Rewriting the UI Design Playbook (and 3 Ways it’s Not),https://webdesignerdepot.com/7-practical-ways-ai-is-rewriting-the-ui-design-playbook-and-3-ways-its-not/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172343-q100-7-practical-ways-ai-is-rewriting-the-ui-design-pla.md
115,1,v2-overnight,7,0.95,8000,webdesignerdepot.com,AI & Design|Web & UI,Sitemap | Web Designer Depot,http://webdesignerdepot.com/sitemap/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172357-q94-sitemap-web-designer-depot.md
116,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|Process & Studio,"Exciting New Tools for Designers, January 2026",https://webdesignerdepot.com/exciting-new-tools-for-designers-january-2026/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172433-q100-exciting-new-tools-for-designers-january-2026.md
117,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|Typography & Type,The 7 Stages of Pushing Pixels: From Hope to Existential Dread,https://webdesignerdepot.com/the-7-stages-of-pushing-pixels-from-hope-to-existential-dread/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172453-q100-the-7-stages-of-pushing-pixels-from-hope-to-existe.md
118,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|Process & Studio,"40 Best New Websites, 2024",https://webdesignerdepot.com/40-best-new-websites-2024/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172554-q100-40-best-new-websites-2024.md
119,1,v2-overnight,7,0.81,8000,typographica.org,Typography & Type|Editorial & Print,Typographica,https://typographica.org/feed/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-100301-q81-typographica.md
120,1,v2-overnight,7,0.87,8000,webdesignerdepot.com,Web & UI|Typography & Type,https://webdesignerdepot.com/wp-json/,https://webdesignerdepot.com/wp-json/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172053-q86-https-webdesignerdepot-com-wp-json.md
121,1,v2-overnight,7,1.00,8000,webdesignerdepot.com,Web & UI|Color & Palette,Why Ghost Buttons are the Ultimate Conversion Killer,https://webdesignerdepot.com/why-ghost-buttons-are-the-ultimate-conversion-killer/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172136-q100-why-ghost-buttons-are-the-ultimate-conversion-kill.md
122,1,v2-overnight,7,0.96,7999,eyeondesign.aiga.org,Branding & Identity|AI & Design,How Heart-Shaped Frames Became a Symbol of Reclaimed Femininity and a Non-binary Fashion S,https://eyeondesign.aiga.org/how-heart-shaped-frames-became-a-symbol-of-reclaimed-femininity-and-a-non-binary-fashion-staple/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095238-q95-how-heart-shaped-frames-became-a-symbol-of-reclaim.md
123,1,v2-overnight,7,0.94,7999,eyeondesign.aiga.org,AI & Design|Editorial & Print,Why Did So Many Mid-Century Designers Make Children’s Books? &#8211; Eye on Design,https://eyeondesign.aiga.org/why-did-so-many-mid-century-designers-make-childrens-books/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095721-q94-why-did-so-many-mid-century-designers-make-childre.md
124,1,v2-overnight,7,1.00,7999,webdesignerdepot.com,AI & Design|Web & UI,12 Reasons Claude is Outperforming ChatGPT in My Daily Workflow,https://webdesignerdepot.com/12-reasons-claude-is-outperforming-chatgpt-in-my-daily-workflow/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172226-q100-12-reasons-claude-is-outperforming-chatgpt-in-my-d.md
125,1,v2-overnight,7,1.00,7999,webdesignerdepot.com,Web & UI|Photography,10 Ways to Pretend You’re Not Just Copying Other Designers,https://webdesignerdepot.com/10-ways-to-pretend-youre-not-just-copying-other-designers/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172503-q100-10-ways-to-pretend-you-re-not-just-copying-other-d.md
126,1,v2-overnight,7,0.89,7999,typographica.org,Typography & Type|AI & Design,Neebinnaukzhik (Neebin) Southall &#8211; Typographica,https://typographica.org/on-typography/interview/neebinnaukzhik-neebin-southall/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-042327-q88-neebinnaukzhik-neebin-southall-8211-typographica.md
127,1,v2-overnight,7,1.00,7893,webdesignerdepot.com,Web & UI|Color & Palette,How Designers Gaslight Users with Microcopy,https://webdesignerdepot.com/how-designers-gaslight-users-with-microcopy/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172439-q100-how-designers-gaslight-users-with-microcopy.md
128,1,v2-overnight,7,1.00,7876,webdesignerdepot.com,Web & UI|Process & Studio,"Exciting New Tools for Designers, March 2025",https://webdesignerdepot.com/exciting-new-tools-for-designers-march-2025/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172513-q100-exciting-new-tools-for-designers-march-2025.md
129,1,v2-overnight,7,0.91,7682,eyeondesign.aiga.org,Editorial & Print|Typography & Type,Montreal Designers Par Hasard Just Want their Clients to Have Fun &#8211; Eye on Design,https://eyeondesign.aiga.org/montreal-designers-par-hasard-just-want-their-clients-to-have-fun/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-095056-q91-montreal-designers-par-hasard-just-want-their-clie.md
130,1,v2-overnight,7,1.00,7564,webdesignerdepot.com,Web & UI|Typography & Type,"3 Essential Design Trends, January 2025",https://webdesignerdepot.com/3-essential-design-trends-january-2025/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172529-q100-3-essential-design-trends-january-2025.md
131,1,v2-overnight,7,0.77,6983,webdesignerdepot.com,Web & UI|Editorial & Print,Web Design Blog | Web Designer Depot,https://webdesignerdepot.com/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-040056-q77-web-design-blog-web-designer-depot.md
132,1,v2-overnight,7,0.77,6983,webdesignerdepot.com,Web & UI|Editorial & Print,Web Design Blog | Web Designer Depot,https://webdesignerdepot.com,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-040107-q77-web-design-blog-web-designer-depot.md
133,1,v2-overnight,7,0.91,6663,www.itsnicethat.com,Typography & Type|AI & Design,It&#x27;s Nice That | Project + Creatives,https://www.itsnicethat.com/projects-creatives,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-171706-q90-it-x27-s-nice-that-project-creatives.md
134,1,v2-overnight,7,0.91,6658,typographica.org,Typography & Type|Web & UI,Typographica is Twenty Years Old &#8211; Typographica,https://typographica.org/on-typography/typographica-is-twenty-years-old/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c5-20260603-180508-q91-typographica-is-twenty-years-old-8211-typographica.md
135,1,v2-overnight,7,0.99,6435,webdesignerdepot.com,Web & UI|AI & Design,"Exciting New Tools For Designers, January 2025",https://webdesignerdepot.com/exciting-new-tools-for-designers-january-2025/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c4-20260603-172534-q99-exciting-new-tools-for-designers-january-2025.md
