topic,tier,session,signal,q,body,source,title,url,path
Architecture & Brutalism,4,v2-overnight,5,0.89,5502,als.wikipedia.org,Brutalismus - Alemannische Wikipedia,https://als.wikipedia.org/wiki/Brutalismus,
Web & UI,4,v2-overnight,5,0.89,5502,als.wikipedia.org,Brutalismus - Alemannische Wikipedia,https://als.wikipedia.org/wiki/Brutalismus,
Material & 3D,4,v2-overnight,5,0.89,5502,als.wikipedia.org,Brutalismus - Alemannische Wikipedia,https://als.wikipedia.org/wiki/Brutalismus,
Architecture & Brutalism,4,v2-overnight,5,0.90,5469,ca.wikipedia.org,"Brutalisme (arquitectura) - Viquipèdia, l'enciclopèdia lliure",https://ca.wikipedia.org/wiki/Brutalisme_(arquitectura),
Web & UI,4,v2-overnight,5,0.90,5469,ca.wikipedia.org,"Brutalisme (arquitectura) - Viquipèdia, l'enciclopèdia lliure",https://ca.wikipedia.org/wiki/Brutalisme_(arquitectura),
Material & 3D,4,v2-overnight,5,0.90,5469,ca.wikipedia.org,"Brutalisme (arquitectura) - Viquipèdia, l'enciclopèdia lliure",https://ca.wikipedia.org/wiki/Brutalisme_(arquitectura),
Layout & Grid,4,v2-overnight,5,0.83,5409,cy.wikipedia.org,De Stijl - Wicipedia,https://cy.wikipedia.org/wiki/De_Stijl,
AI & Design,4,v2-overnight,5,0.83,5409,cy.wikipedia.org,De Stijl - Wicipedia,https://cy.wikipedia.org/wiki/De_Stijl,
Movement & History,4,v2-overnight,5,0.83,5409,cy.wikipedia.org,De Stijl - Wicipedia,https://cy.wikipedia.org/wiki/De_Stijl,
Typography & Type,4,v2-overnight,5,0.88,5279,la.wikipedia.org,Color - Vicipaedia,https://la.wikipedia.org/wiki/Color,
Color & Palette,4,v2-overnight,5,0.88,5279,la.wikipedia.org,Color - Vicipaedia,https://la.wikipedia.org/wiki/Color,
AI & Design,4,v2-overnight,5,0.88,5279,la.wikipedia.org,Color - Vicipaedia,https://la.wikipedia.org/wiki/Color,
Movement & History,4,v2-overnight,5,0.89,5239,da.wikipedia.org,"Arts and Crafts - Wikipedia, den frie encyklopædi",https://da.wikipedia.org/wiki/Arts_and_Crafts,
Process & Studio,4,v2-overnight,5,0.89,5239,da.wikipedia.org,"Arts and Crafts - Wikipedia, den frie encyklopædi",https://da.wikipedia.org/wiki/Arts_and_Crafts,
Web & UI,4,v2-overnight,5,0.89,5239,da.wikipedia.org,"Arts and Crafts - Wikipedia, den frie encyklopædi",https://da.wikipedia.org/wiki/Arts_and_Crafts,
Layout & Grid,4,v2-overnight,5,0.81,5199,pt.wikipedia.org,"Malha (tipografia) – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Malha_(tipografia),
AI & Design,4,v2-overnight,5,0.81,5199,pt.wikipedia.org,"Malha (tipografia) – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Malha_(tipografia),
Web & UI,4,v2-overnight,5,0.81,5199,pt.wikipedia.org,"Malha (tipografia) – Wikipédia, a enciclopédia livre",https://pt.wikipedia.org/wiki/Malha_(tipografia),
Web & UI,4,v2-overnight,5,0.93,5124,or.wikipedia.org,ସୂଚନା ଡିଜାଇନ - ଉଇକିପିଡ଼ିଆ,https://or.wikipedia.org/wiki/%E0%AC%B8%E0%AD%82%E0%AC%9A%E0%AC%A8%E0%AC%BE_%E0%AC%A1%E0%AC%BF%E0%AC%9C%E0%AC%BE%E0%AC%87%E0%AC%A8,
Color & Vision Science,4,v2-overnight,5,0.93,5124,or.wikipedia.org,ସୂଚନା ଡିଜାଇନ - ଉଇକିପିଡ଼ିଆ,https://or.wikipedia.org/wiki/%E0%AC%B8%E0%AD%82%E0%AC%9A%E0%AC%A8%E0%AC%BE_%E0%AC%A1%E0%AC%BF%E0%AC%9C%E0%AC%BE%E0%AC%87%E0%AC%A8,
Minimalism,4,v2-overnight,5,0.86,2465,simple.wikipedia.org,"Massimo Vignelli - Simple English Wikipedia, the free encyclopedia",https://simple.wikipedia.org/wiki/Massimo_Vignelli,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.88,49694,gamedeveloper.com,The Aesthetics of Game Art and Game Design,https://www.gamedeveloper.com/design/the-aesthetics-of-game-art-and-game-design,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.88,49694,gamedeveloper.com,The Aesthetics of Game Art and Game Design,https://www.gamedeveloper.com/design/the-aesthetics-of-game-art-and-game-design,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.92,44903,isoglosse.de,Es gilt das gesprochene Wort: Schriftarten für IPA-Transkriptionen - Isoglosse.,https://www.isoglosse.de/2014/03/schriftarten-ipa-transkriptionen,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.92,44903,isoglosse.de,Es gilt das gesprochene Wort: Schriftarten für IPA-Transkriptionen - Isoglosse.,https://www.isoglosse.de/2014/03/schriftarten-ipa-transkriptionen,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.91,25565,gamesindustry.biz,How to get a job in game art,https://www.gamesindustry.biz/how-to-get-a-job-in-game-art,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.91,25565,gamesindustry.biz,How to get a job in game art,https://www.gamesindustry.biz/how-to-get-a-job-in-game-art,
Web & UI,5,v1-PROMPT-EXPLORE,7,0.91,25565,gamesindustry.biz,How to get a job in game art,https://www.gamesindustry.biz/how-to-get-a-job-in-game-art,
Architecture & Brutalism,5,v1-PROMPT-EXPLORE,7,0.90,23253,petesqbsite.com,Text User Interface Development Series: Part One - T.U.I. Basics,http://www.petesqbsite.com/sections/express/issue21/tuiseriespart1.htm,
Web & UI,5,v1-PROMPT-EXPLORE,7,0.90,23253,petesqbsite.com,Text User Interface Development Series: Part One - T.U.I. Basics,http://www.petesqbsite.com/sections/express/issue21/tuiseriespart1.htm,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.93,16205,nymag.com,"Sharpshooting Graphic Design in Times Square, With Michael Bierut",https://nymag.com/intelligencer/2015/11/graphic-designer-in-times-square.html,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.93,16205,nymag.com,"Sharpshooting Graphic Design in Times Square, With Michael Bierut",https://nymag.com/intelligencer/2015/11/graphic-designer-in-times-square.html,
Web & UI,5,v1-PROMPT-EXPLORE,7,0.93,16205,nymag.com,"Sharpshooting Graphic Design in Times Square, With Michael Bierut",https://nymag.com/intelligencer/2015/11/graphic-designer-in-times-square.html,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.89,14971,e-architect.co.uk,"European Prize for Architecture 2019, Henning Larsen - e-architect",http://www.e-architect.co.uk/awards/european-prize-for-architecture-2019,
Architecture & Brutalism,5,v1-PROMPT-EXPLORE,7,0.89,14971,e-architect.co.uk,"European Prize for Architecture 2019, Henning Larsen - e-architect",http://www.e-architect.co.uk/awards/european-prize-for-architecture-2019,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.90,13799,e-architect.co.uk,"Henning Larsen Architects, Denmark Architecture - e-architect",http://www.e-architect.co.uk/architects/henning-larsen,
Architecture & Brutalism,5,v1-PROMPT-EXPLORE,7,0.90,13799,e-architect.co.uk,"Henning Larsen Architects, Denmark Architecture - e-architect",http://www.e-architect.co.uk/architects/henning-larsen,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.91,13682,justanotherfoundry.com,Just Another Foundry – Size-specific adjustments to type designs,http://justanotherfoundry.com/size-specific-adjustments-to-type-designs,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.91,13682,justanotherfoundry.com,Just Another Foundry – Size-specific adjustments to type designs,http://justanotherfoundry.com/size-specific-adjustments-to-type-designs,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.90,12318,hexcolor.co,"#F8C8B0 - Apricot Peach - RGB 248, 200, 176 Color Information",https://hexcolor.co/hex/F8C8B0,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.90,12318,hexcolor.co,"#F8C8B0 - Apricot Peach - RGB 248, 200, 176 Color Information",https://hexcolor.co/hex/F8C8B0,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.89,10371,pentagram.com,Pentagram,https://www.pentagram.com/brand-identity,
Branding & Identity,5,v1-PROMPT-EXPLORE,7,0.89,10371,pentagram.com,Pentagram,https://www.pentagram.com/brand-identity,
Minimalism,5,v1-PROMPT-EXPLORE,7,0.89,10371,pentagram.com,Pentagram,https://www.pentagram.com/brand-identity,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.92,8988,takhleeq.substack.com,untitled,https://takhleeq.substack.com/p/t003-designing-the-flag-of-pakistan,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.92,8988,takhleeq.substack.com,untitled,https://takhleeq.substack.com/p/t003-designing-the-flag-of-pakistan,
Editorial & Print,5,v1-PROMPT-EXPLORE,7,0.92,8988,takhleeq.substack.com,untitled,https://takhleeq.substack.com/p/t003-designing-the-flag-of-pakistan,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.91,8971,archdaily.pe,Clásicos de Arquitectura: Biósfera de Montreal / Buckminster Fuller,https://www.archdaily.pe/pe/758384/clasicos-de-arquitectura-biosfera-de-montreal-buckminster-fuller,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.91,8971,archdaily.pe,Clásicos de Arquitectura: Biósfera de Montreal / Buckminster Fuller,https://www.archdaily.pe/pe/758384/clasicos-de-arquitectura-biosfera-de-montreal-buckminster-fuller,
Web & UI,5,v1-PROMPT-EXPLORE,7,0.91,8971,archdaily.pe,Clásicos de Arquitectura: Biósfera de Montreal / Buckminster Fuller,https://www.archdaily.pe/pe/758384/clasicos-de-arquitectura-biosfera-de-montreal-buckminster-fuller,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.90,8816,msdn.microsoft.com,Graphic Elements - Win32 apps,https://msdn.microsoft.com/en-us/library/windows/desktop/dn742484%28v=vs.85%29.aspx,
Web & UI,5,v1-PROMPT-EXPLORE,7,0.90,8816,msdn.microsoft.com,Graphic Elements - Win32 apps,https://msdn.microsoft.com/en-us/library/windows/desktop/dn742484%28v=vs.85%29.aspx,
Color & Vision Science,5,v1-PROMPT-EXPLORE,7,0.90,8816,msdn.microsoft.com,Graphic Elements - Win32 apps,https://msdn.microsoft.com/en-us/library/windows/desktop/dn742484%28v=vs.85%29.aspx,
Typography & Type,5,v1-PROMPT-EXPLORE,7,0.92,8651,architecturetoday.co.uk,Architects’ summer retreats,https://architecturetoday.co.uk/architects-summer-retreats,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.92,8651,architecturetoday.co.uk,Architects’ summer retreats,https://architecturetoday.co.uk/architects-summer-retreats,
Architecture & Brutalism,5,v1-PROMPT-EXPLORE,7,0.92,8651,architecturetoday.co.uk,Architects’ summer retreats,https://architecturetoday.co.uk/architects-summer-retreats,
Color & Palette,5,v1-PROMPT-EXPLORE,7,0.91,8106,idea-mag.com,untitled,https://www.idea-mag.com/en/idea_magazine/391,
Editorial & Print,5,v1-PROMPT-EXPLORE,7,0.91,8106,idea-mag.com,untitled,https://www.idea-mag.com/en/idea_magazine/391,
Web & UI,5,v1-PROMPT-EXPLORE,7,0.91,8106,idea-mag.com,untitled,https://www.idea-mag.com/en/idea_magazine/391,
Color & Palette,5,v2-overnight,7,1.00,8000,www.wired.co.uk,Why does every advert look the same? Blame Corporate Memphis | WIRED,https://www.wired.co.uk/article/corporate-memphis-design-tech,
Branding & Identity,5,v2-overnight,7,1.00,8000,www.wired.co.uk,Why does every advert look the same? Blame Corporate Memphis | WIRED,https://www.wired.co.uk/article/corporate-memphis-design-tech,
AI & Design,5,v2-overnight,7,1.00,8000,www.wired.co.uk,Why does every advert look the same? Blame Corporate Memphis | WIRED,https://www.wired.co.uk/article/corporate-memphis-design-tech,
Branding & Identity,5,v2-overnight,7,1.00,8000,pentagram.com,Pentagram — The world’s largest independent design consultancy,https://pentagram.com,
Web & UI,5,v2-overnight,7,1.00,8000,pentagram.com,Pentagram — The world’s largest independent design consultancy,https://pentagram.com,
AI & Design,5,v2-overnight,7,1.00,8000,pentagram.com,Pentagram — The world’s largest independent design consultancy,https://pentagram.com,
Editorial & Print,5,v2-overnight,7,1.00,8000,www.eyemagazine.com,Eye Magazine | Review | The boy’s book of Pentagram,https://www.eyemagazine.com/review/article/the-boys-book-of-pentagram,
AI & Design,5,v2-overnight,7,1.00,8000,www.eyemagazine.com,Eye Magazine | Review | The boy’s book of Pentagram,https://www.eyemagazine.com/review/article/the-boys-book-of-pentagram,
Branding & Identity,5,v2-overnight,7,1.00,8000,www.eyemagazine.com,Eye Magazine | Review | The boy’s book of Pentagram,https://www.eyemagazine.com/review/article/the-boys-book-of-pentagram,
Branding & Identity,5,v2-overnight,7,1.00,8000,www.creativeboom.com,Why Pentagram&#039;s Samar Maakaroun designed a logo that just won&#039;t settle,https://www.creativeboom.com/news/why-pentagrams-samar-maakaroun-designed-a-logo-that-just-wont-settle/,
Photography,5,v2-overnight,7,1.00,8000,www.creativeboom.com,Why Pentagram&#039;s Samar Maakaroun designed a logo that just won&#039;t settle,https://www.creativeboom.com/news/why-pentagrams-samar-maakaroun-designed-a-logo-that-just-wont-settle/,
Typography & Type,5,v2-overnight,7,1.00,8000,www.creativeboom.com,Why Pentagram&#039;s Samar Maakaroun designed a logo that just won&#039;t settle,https://www.creativeboom.com/news/why-pentagrams-samar-maakaroun-designed-a-logo-that-just-wont-settle/,
Typography & Type,5,v2-overnight,7,1.00,8000,www.mkgraphic.com,Paul Rand: Master Designer | MKGraphic,http://www.mkgraphic.com/paulrand.html,
Branding & Identity,5,v2-overnight,7,1.00,8000,www.mkgraphic.com,Paul Rand: Master Designer | MKGraphic,http://www.mkgraphic.com/paulrand.html,
Minimalism,5,v2-overnight,7,1.00,8000,www.mkgraphic.com,Paul Rand: Master Designer | MKGraphic,http://www.mkgraphic.com/paulrand.html,
AI & Design,5,v2-overnight,7,1.00,8000,www.paulrand.design,Confusion and Chaos: The Seduction of Contemporary Graphic Design | Paul Rand: M,https://www.paulrand.design/writing/articles/1992-confusion-and-chaos-the-seduction-of-contemporary-graphic-design.html,
Editorial & Print,5,v2-overnight,7,1.00,8000,www.paulrand.design,Confusion and Chaos: The Seduction of Contemporary Graphic Design | Paul Rand: M,https://www.paulrand.design/writing/articles/1992-confusion-and-chaos-the-seduction-of-contemporary-graphic-design.html,
Movement & History,5,v2-overnight,7,1.00,8000,www.paulrand.design,Confusion and Chaos: The Seduction of Contemporary Graphic Design | Paul Rand: M,https://www.paulrand.design/writing/articles/1992-confusion-and-chaos-the-seduction-of-contemporary-graphic-design.html,
Typography & Type,5,v2-overnight,7,1.00,8000,spiekermann.com,Spiekerblog | Typomania is incurable but not lethal.,https://spiekermann.com/en/,
Editorial & Print,5,v2-overnight,7,1.00,8000,spiekermann.com,Spiekerblog | Typomania is incurable but not lethal.,https://spiekermann.com/en/,
Color & Palette,5,v2-overnight,7,1.00,8000,spiekermann.com,Spiekerblog | Typomania is incurable but not lethal.,https://spiekermann.com/en/,
Editorial & Print,5,v2-overnight,7,1.00,7999,www.eyemagazine.com,Eye Magazine | Feature | Modern method,http://www.eyemagazine.com/feature/article/modern-method,
Color & Palette,5,v2-overnight,7,1.00,7999,www.eyemagazine.com,Eye Magazine | Feature | Modern method,http://www.eyemagazine.com/feature/article/modern-method,
Process & Studio,5,v2-overnight,7,1.00,7999,www.eyemagazine.com,Eye Magazine | Feature | Modern method,http://www.eyemagazine.com/feature/article/modern-method,
Editorial & Print,5,v2-overnight,7,1.00,7999,www.eyemagazine.com,Eye Magazine | Feature | Reputations: J. Abbott Miller,http://www.eyemagazine.com/feature/article/reputations-j-abbott-miller,
Branding & Identity,5,v2-overnight,7,1.00,7999,www.eyemagazine.com,Eye Magazine | Feature | Reputations: J. Abbott Miller,http://www.eyemagazine.com/feature/article/reputations-j-abbott-miller,
Color & Vision Science,5,v2-overnight,7,1.00,7999,www.eyemagazine.com,Eye Magazine | Feature | Reputations: J. Abbott Miller,http://www.eyemagazine.com/feature/article/reputations-j-abbott-miller,
Branding & Identity,5,v2-overnight,7,1.00,7999,www.madamearchitect.org,"A Life in Her Work: Pentagram&#39;s Paula Scher on Ideas, Invention, and Learnin",https://www.madamearchitect.org/interviews/2020/7/16/paula-scher,
AI & Design,5,v2-overnight,7,1.00,7999,www.madamearchitect.org,"A Life in Her Work: Pentagram&#39;s Paula Scher on Ideas, Invention, and Learnin",https://www.madamearchitect.org/interviews/2020/7/16/paula-scher,
Architecture & Brutalism,5,v2-overnight,7,1.00,7999,www.madamearchitect.org,"A Life in Her Work: Pentagram&#39;s Paula Scher on Ideas, Invention, and Learnin",https://www.madamearchitect.org/interviews/2020/7/16/paula-scher,
Branding & Identity,5,v2-overnight,7,1.00,7486,www.creativeboom.com,Pentagram brings shifting identity to life in titles for Riz Ahmed&#039;s Bait |,https://www.creativeboom.com/news/pentagram-brings-shifting-identity-to-life-in-titles-for-riz-ahmeds-bait/,
Photography,5,v2-overnight,7,1.00,7486,www.creativeboom.com,Pentagram brings shifting identity to life in titles for Riz Ahmed&#039;s Bait |,https://www.creativeboom.com/news/pentagram-brings-shifting-identity-to-life-in-titles-for-riz-ahmeds-bait/,
Typography & Type,5,v2-overnight,7,1.00,7486,www.creativeboom.com,Pentagram brings shifting identity to life in titles for Riz Ahmed&#039;s Bait |,https://www.creativeboom.com/news/pentagram-brings-shifting-identity-to-life-in-titles-for-riz-ahmeds-bait/,
Branding & Identity,5,v2-overnight,7,0.90,6279,www.archiviograficaitaliana.com,Archivio Grafica Italiana • American Airlines,https://www.archiviograficaitaliana.com/project/309/americanairlines,
Typography & Type,5,v2-overnight,7,0.90,6279,www.archiviograficaitaliana.com,Archivio Grafica Italiana • American Airlines,https://www.archiviograficaitaliana.com/project/309/americanairlines,
AI & Design,5,v2-overnight,7,0.90,6279,www.archiviograficaitaliana.com,Archivio Grafica Italiana • American Airlines,https://www.archiviograficaitaliana.com/project/309/americanairlines,
Process & Studio,5,v2-overnight,6,0.86,8000,www.chriskoehler.com,Chris Koehler Illustration,https://www.chriskoehler.com/,
Color & Palette,5,v2-overnight,6,0.86,8000,www.chriskoehler.com,Chris Koehler Illustration,https://www.chriskoehler.com/,
Typography & Type,5,v2-overnight,6,0.95,8000,feeds.feedburner.com,Comments for Typographica,https://feeds.feedburner.com/Typographica-Comments,
Editorial & Print,5,v2-overnight,6,0.95,8000,feeds.feedburner.com,Comments for Typographica,https://feeds.feedburner.com/Typographica-Comments,
Typography & Type,5,v2-overnight,6,0.99,8000,typetype.org,TT Norms® Pro Font &#x2d; Download Free Trial &#038; Buy | TypeType®,https://typetype.org/fonts/tt-norms-pro/,
Web & UI,5,v2-overnight,6,0.99,8000,typetype.org,TT Norms® Pro Font &#x2d; Download Free Trial &#038; Buy | TypeType®,https://typetype.org/fonts/tt-norms-pro/,
Branding & Identity,5,v2-overnight,6,0.99,8000,typetype.org,TT Norms® Pro Font &#x2d; Download Free Trial &#038; Buy | TypeType®,https://typetype.org/fonts/tt-norms-pro/,
Editorial & Print,5,v2-overnight,6,1.00,8000,2026.typographics.com,Conference – Typographics 2026,https://2026.typographics.com/conference/,
Typography & Type,5,v2-overnight,6,1.00,8000,2026.typographics.com,Conference – Typographics 2026,https://2026.typographics.com/conference/,
Branding & Identity,5,v2-overnight,6,1.00,8000,2026.typographics.com,Conference – Typographics 2026,https://2026.typographics.com/conference/,
Process & Studio,5,v2-overnight,6,0.96,8000,chriskoehler.com,Chris Koehler Illustration,https://chriskoehler.com,
Color & Palette,5,v2-overnight,6,0.96,8000,chriskoehler.com,Chris Koehler Illustration,https://chriskoehler.com,
Web & UI,5,v2-overnight,6,0.97,8000,css-for-js.dev,CSS for JavaScript Developers | An online course that teaches the fundamentals o,https://css-for-js.dev/,
Typography & Type,5,v2-overnight,6,0.97,8000,css-for-js.dev,CSS for JavaScript Developers | An online course that teaches the fundamentals o,https://css-for-js.dev/,
Layout & Grid,5,v2-overnight,6,0.97,8000,css-for-js.dev,CSS for JavaScript Developers | An online course that teaches the fundamentals o,https://css-for-js.dev/,
Web & UI,5,v2-overnight,6,0.85,8000,catalog.cos.edu,Graphic Design &lt; College of the Sequoias,https://catalog.cos.edu/areas-study/graphic-design/,
Color & Palette,5,v2-overnight,6,0.85,8000,catalog.cos.edu,Graphic Design &lt; College of the Sequoias,https://catalog.cos.edu/areas-study/graphic-design/,
Branding & Identity,5,v2-overnight,6,0.85,8000,catalog.cos.edu,Graphic Design &lt; College of the Sequoias,https://catalog.cos.edu/areas-study/graphic-design/,
Editorial & Print,5,v2-overnight,6,0.85,8000,www.britannica.com,"Graphic design | Art, Typography, & Layout Techniques | Britannica",https://www.britannica.com/art/graphic-design,
Typography & Type,5,v2-overnight,6,0.85,8000,www.britannica.com,"Graphic design | Art, Typography, & Layout Techniques | Britannica",https://www.britannica.com/art/graphic-design,
Color & Palette,5,v2-overnight,6,0.85,8000,www.britannica.com,"Graphic design | Art, Typography, & Layout Techniques | Britannica",https://www.britannica.com/art/graphic-design,
Photography,5,v2-overnight,6,1.00,8000,www.clickandlearnphotography.com,Leading Lines – How Can They Improve Your Photography Composition? — Click and L,https://www.clickandlearnphotography.com/latest/how-to-use-leading-lines-to-improve-your-photography-composition,
Layout & Grid,5,v2-overnight,6,1.00,8000,www.clickandlearnphotography.com,Leading Lines – How Can They Improve Your Photography Composition? — Click and L,https://www.clickandlearnphotography.com/latest/how-to-use-leading-lines-to-improve-your-photography-composition,
Minimalism,5,v2-overnight,6,1.00,8000,www.clickandlearnphotography.com,Leading Lines – How Can They Improve Your Photography Composition? — Click and L,https://www.clickandlearnphotography.com/latest/how-to-use-leading-lines-to-improve-your-photography-composition,
Editorial & Print,5,v2-overnight,6,1.00,8000,en.wikiquote.org,De Stijl - Wikiquote,https://en.wikiquote.org/wiki/De_Stijl,
Color & Palette,5,v2-overnight,6,1.00,8000,en.wikiquote.org,De Stijl - Wikiquote,https://en.wikiquote.org/wiki/De_Stijl,
Layout & Grid,5,v2-overnight,6,1.00,8000,en.wikiquote.org,De Stijl - Wikiquote,https://en.wikiquote.org/wiki/De_Stijl,
Editorial & Print,5,v2-overnight,6,1.00,8000,en.wikiquote.org,De Stijl - Wikiquote,https://en.wikiquote.org/wiki/Special:Search/De_Stijl,
Color & Palette,5,v2-overnight,6,1.00,8000,en.wikiquote.org,De Stijl - Wikiquote,https://en.wikiquote.org/wiki/Special:Search/De_Stijl,
Layout & Grid,5,v2-overnight,6,1.00,8000,en.wikiquote.org,De Stijl - Wikiquote,https://en.wikiquote.org/wiki/Special:Search/De_Stijl,
Material & 3D,5,v2-overnight,6,0.96,8000,theartssociety.org,Celebrating the wonders of the Memphis Group with five objects | The Arts Societ,https://theartssociety.org/arts-news-features/celebrating-wonders-memphis-group-five-objects,
Typography & Type,5,v2-overnight,6,0.96,8000,theartssociety.org,Celebrating the wonders of the Memphis Group with five objects | The Arts Societ,https://theartssociety.org/arts-news-features/celebrating-wonders-memphis-group-five-objects,
Color & Palette,5,v2-overnight,6,0.96,8000,theartssociety.org,Celebrating the wonders of the Memphis Group with five objects | The Arts Societ,https://theartssociety.org/arts-news-features/celebrating-wonders-memphis-group-five-objects,
Movement & History,5,v2-overnight,6,0.97,8000,italysegreta.com,"Memphis, The Milan-Based Movement That Gave the ’80s Its Look - Italy Segreta",https://italysegreta.com/memphis-the-milan-based-movement-that-gave-the-80s-its-look/,
Architecture & Brutalism,5,v2-overnight,6,0.97,8000,italysegreta.com,"Memphis, The Milan-Based Movement That Gave the ’80s Its Look - Italy Segreta",https://italysegreta.com/memphis-the-milan-based-movement-that-gave-the-80s-its-look/,
Photography,5,v2-overnight,6,0.97,8000,italysegreta.com,"Memphis, The Milan-Based Movement That Gave the ’80s Its Look - Italy Segreta",https://italysegreta.com/memphis-the-milan-based-movement-that-gave-the-80s-its-look/,
Color & Palette,5,v2-overnight,6,0.94,8000,elements.envato.com,The rise and fall (and return) of Memphis patterns,https://elements.envato.com/learn/memphis-patterns,
AI & Design,5,v2-overnight,6,0.94,8000,elements.envato.com,The rise and fall (and return) of Memphis patterns,https://elements.envato.com/learn/memphis-patterns,
Movement & History,5,v2-overnight,6,0.94,8000,elements.envato.com,The rise and fall (and return) of Memphis patterns,https://elements.envato.com/learn/memphis-patterns,
Editorial & Print,5,v2-overnight,6,0.91,8000,www.sfgate.com,Collectors give &#x27;80s postmodernist design 2nd look,http://www.sfgate.com/homeandgarden/article/Collectors-give-80s-postmodernist-design-2nd-look-2517937.php,
Branding & Identity,5,v2-overnight,6,0.91,8000,www.sfgate.com,Collectors give &#x27;80s postmodernist design 2nd look,http://www.sfgate.com/homeandgarden/article/Collectors-give-80s-postmodernist-design-2nd-look-2517937.php,
AI & Design,5,v2-overnight,6,0.91,8000,www.sfgate.com,Collectors give &#x27;80s postmodernist design 2nd look,http://www.sfgate.com/homeandgarden/article/Collectors-give-80s-postmodernist-design-2nd-look-2517937.php,
Architecture & Brutalism,5,v2-overnight,6,1.00,8000,www.archdaily.com,"AD Classics: Robarts Library / Warner, Burns, Toan &amp; Lunde | ArchDaily",https://www.archdaily.com/605338/ad-classics-robarts-library-warner-burns-toan-and-lunde,
Movement & History,5,v2-overnight,6,1.00,8000,www.archdaily.com,"AD Classics: Robarts Library / Warner, Burns, Toan &amp; Lunde | ArchDaily",https://www.archdaily.com/605338/ad-classics-robarts-library-warner-burns-toan-and-lunde,
Color & Palette,5,v2-overnight,6,1.00,8000,www.archdaily.com,"AD Classics: Robarts Library / Warner, Burns, Toan &amp; Lunde | ArchDaily",https://www.archdaily.com/605338/ad-classics-robarts-library-warner-burns-toan-and-lunde,
Architecture & Brutalism,5,v2-overnight,6,1.00,8000,jacobin.com,Brutalism Is Back,https://jacobin.com/2025/08/architecture-brutalism-neobrutalism-aesthetics-ecology,
Editorial & Print,5,v2-overnight,6,1.00,8000,jacobin.com,Brutalism Is Back,https://jacobin.com/2025/08/architecture-brutalism-neobrutalism-aesthetics-ecology,
Branding & Identity,5,v2-overnight,6,1.00,8000,jacobin.com,Brutalism Is Back,https://jacobin.com/2025/08/architecture-brutalism-neobrutalism-aesthetics-ecology,
Editorial & Print,5,v2-overnight,6,1.00,8000,www.vox.com,Minimalism is dead. Meet maximalism. | Vox,https://www.vox.com/the-highlight/21506030/maximalism-minimalism-home-design-jungalow,
Minimalism,5,v2-overnight,6,1.00,8000,www.vox.com,Minimalism is dead. Meet maximalism. | Vox,https://www.vox.com/the-highlight/21506030/maximalism-minimalism-home-design-jungalow,
Branding & Identity,5,v2-overnight,6,1.00,8000,www.vox.com,Minimalism is dead. Meet maximalism. | Vox,https://www.vox.com/the-highlight/21506030/maximalism-minimalism-home-design-jungalow,
Typography & Type,5,v2-overnight,6,0.97,8000,edito-type.com,Edito Type,https://edito-type.com/typefaces/initiale/,
Editorial & Print,5,v2-overnight,6,0.97,8000,edito-type.com,Edito Type,https://edito-type.com/typefaces/initiale/,
Color & Palette,5,v2-overnight,6,0.97,8000,edito-type.com,Edito Type,https://edito-type.com/typefaces/initiale/,
Typography & Type,5,v2-overnight,6,0.86,8000,static1.squarespace.com,https://static1.squarespace.com/static/sitecss/5d806ab7a57df12e3fdc8ac5/311/4fd1,https://static1.squarespace.com/static/sitecss/5d806ab7a57df12e3fdc8ac5/311/4fd11f32c4aad9b01c9e624c/5d81da3777e77c7dcbea2bf6/1362/site.css?nocustom=true,
Web & UI,5,v2-overnight,6,0.86,8000,static1.squarespace.com,https://static1.squarespace.com/static/sitecss/5d806ab7a57df12e3fdc8ac5/311/4fd1,https://static1.squarespace.com/static/sitecss/5d806ab7a57df12e3fdc8ac5/311/4fd11f32c4aad9b01c9e624c/5d81da3777e77c7dcbea2bf6/1362/site.css?nocustom=true,
